Date,Fitting,True_value,Predicted,Upper_Bound,Lower_Bound
2017-03-18,89.02113720228289,88.88104557907918,,,
2017-03-19,89.18944640145864,89.08031746145032,,,
2017-03-20,89.37346885718149,89.2858894339985,,,
2017-03-21,89.01692731996592,89.01298739082026,,,
2017-03-22,88.31284838806413,88.40247025614748,,,
2017-03-23,87.48182011703591,87.64252545360428,,,
2017-03-24,87.88744696327622,87.92494813343598,,,
2017-03-25,87.65193676026556,87.71021669062797,,,
2017-03-26,87.44009735681881,87.49978554037378,,,
2017-03-27,87.21996986344165,87.28509850745837,,,
2017-03-28,87.1210098816765,87.17159140203823,,,
2017-03-29,87.73793275174984,87.68501560989922,,,
2017-03-30,87.72885881711932,87.70262476507543,,,
2017-03-31,87.79924905174758,87.77232244047758,,,
2017-04-01,87.68971922994359,87.68965904614943,,,
2017-04-02,87.58782266328467,87.60022949193598,,,
2017-04-03,87.4957178354096,87.51535427209659,,,
2017-04-04,87.75953148759353,87.73518458773046,,,
2017-04-05,87.66016695659786,87.66100317468413,,,
2017-04-06,86.45426905073721,86.6144800291303,,,
2017-04-07,86.11937356305442,86.25221298939486,,,
2017-04-08,86.50019341249516,86.52921266080914,,,
2017-04-09,86.81329546863216,86.79058765616516,,,
2017-04-10,87.11694225341861,87.06362475294912,,,
2017-04-11,87.03028638413446,87.011695205601,,,
2017-04-12,87.0018761207953,86.99340707393047,,,
2017-04-13,86.59605645963023,86.64583245882778,,,
2017-04-14,87.04257039683715,87.00935291144863,,,
2017-04-15,87.42760725904094,87.36003196175689,,,
2017-04-16,87.80137893978348,87.71134536064761,,,
2017-04-17,88.19396412017271,88.08935750407139,,,
2017-04-18,87.18959782093407,87.26391962907194,,,
2017-04-19,87.05682345789957,87.11161672349995,,,
2017-04-20,86.71185941880277,86.79294779711684,,,
2017-04-21,86.91137762647803,86.92967787898742,,,
2017-04-22,87.0673802971739,87.06001553797779,,,
2017-04-23,87.21507523459107,87.19066161548824,,,
2017-04-24,87.36863865040492,87.33443751720391,,,
2017-04-25,86.70292767488458,86.77247615917312,,,
2017-04-26,86.14870469668735,86.25965423711745,,,
2017-04-27,86.28979739876362,86.33532059761204,,,
2017-04-28,86.5185414799097,86.51657426306843,,,
2017-04-29,86.64758770666626,86.62984425995505,,,
2017-04-30,86.7660405875873,86.74002366335985,,,
2017-05-01,86.88111465808012,86.85067273321141,,,
2017-05-02,87.0096091684136,86.97467225817667,,,
2017-05-03,86.78438603539253,86.79449287594854,,,
2017-05-04,85.9986271144179,86.10812478720739,,,
2017-05-05,85.90678360855219,85.97989305361521,,,
2017-05-06,85.78891209909,85.84953903602647,,,
2017-05-07,85.65765761773321,85.71003725672253,,,
